Arrest_Quarter,Perceived_Race,Sex,Age_group__at_arrest_,ArrestLocDiv,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,cfs_list
4,Black,M,4,14,"FTA/FTC, Compliance Check & Parollee",0,0,0,0,0,1,"[[4, 'Black', 'M', 4, '14', 'FTA/FTC, Compliance Check & Parollee', 1, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 4, '14', 'FTA/FTC, Compliance Check & Parollee', 1, 0, 0, 0, 0, 1, 1], [4, 'Black', 'M', 4, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 1, 0, 0, 0, 0, 1], [4, 'Black', 'M', 4, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 1, 0, 0, 0, 1, 1], [4, 'Black', 'M', 4, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 4, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1], [4, 'Black', 'M', 4, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 4, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1], [4, 'Black', 'M', 4, '53', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1], [4, 'Black', 'M', 4, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1]]"
3,White,F,3,54,Mischief & Fraud,0,0,0,0,0,1,"[[3, 'White', 'F', 3, '13', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 3, '51', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 3, '52', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 3, '12', 'Mischief & Fraud', 0, 0, 0, 1, 0, 1, 1], [3, 'White', 'F', 3, '51', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 3, '52', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'F', 3, '23', 'Mischief & Fraud', 0, 0, 0, 1, 0, 1, 1], [3, 'White', 'F', 3, '12', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 3, '52', 'Mischief & Fraud', 0, 0, 0, 1, 0, 1, 1], [3, 'White', 'F', 3, '51', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1]]"
1,White,M,3,XX,Robbery/Theft,0,0,0,0,0,1,"[[1, 'White', 'M', 3, '14', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 3, '53', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '14', 'Robbery/Theft', 0, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 3, '53', 'Robbery/Theft', 1, 0, 0, 0, 1, 1, 1], [1, 'White', 'M', 3, '52', 'Robbery/Theft', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 3, '14', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '14', 'Robbery/Theft', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 3, '14', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '14', 'Robbery/Theft', 0, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 3, '14', 'Robbery/Theft', 0, 1, 0, 0, 0, 1, 1]]"
0,White,M,3,23,Police Category - Administrative,0,0,0,0,0,0,"[[0, 'White', 'M', 3, '53', 'Police Category - Administrative', 1, 1, 1, 0, 0, 0, 1], [0, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 1, 1, 0, 0, 1, 1], [0, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 3, '53', 'Police Category - Administrative', 0, 0, 0, 0, 1, 0, 1], [0, 'White', 'M', 3, '51', 'Police Category - Administrative', 1, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 3, '51', 'Police Category - Administrative', 1, 0, 1, 0, 0, 0, 1]]"
1,Latino,M,1,XX,Mischief & Fraud,0,0,0,0,0,1,"[[1, 'Latino', 'M', 1, '13', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [1, 'Latino', 'M', 1, '43', 'Mischief & Fraud', 0, 0, 0, 0, 1, 1, 1], [1, 'Latino', 'M', 1, '32', 'Mischief & Fraud', 0, 1, 0, 0, 0, 1, 1], [1, 'Latino', 'M', 1, '43', 'Mischief & Fraud', 1, 0, 0, 0, 0, 1, 1], [1, 'Latino', 'M', 1, '54', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [1, 'Latino', 'M', 1, '14', 'Mischief & Fraud', 1, 0, 0, 0, 0, 1, 1], [1, 'Latino', 'M', 1, '13', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [1, 'Latino', 'M', 1, '51', 'Mischief & Fraud', 0, 0, 0, 1, 0, 1, 1], [1, 'Latino', 'M', 1, 'XX', 'Mischief & Fraud', 0, 1, 0, 0, 0, 0, 1], [1, 'Latino', 'M', 1, '31', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1]]"
0,White,M,5,XX,Other Statute,0,0,0,1,0,0,[]
3,Latino,F,0,XX,Mischief & Fraud,0,0,0,0,0,1,"[[3, 'Latino', 'F', 0, '53', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'Latino', 'F', 0, 'XX', 'Mischief & Fraud', 0, 1, 0, 0, 0, 1, 1], [3, 'Latino', 'F', 0, '53', 'Mischief & Fraud', 0, 0, 0, 0, 1, 1, 1], [3, 'Latino', 'F', 0, '52', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'Latino', 'F', 0, 'XX', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'Latino', 'F', 0, '51', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'Latino', 'F', 0, '41', 'Mischief & Fraud', 0, 1, 0, 0, 0, 1, 1], [3, 'Latino', 'F', 0, '53', 'Mischief & Fraud', 0, 0, 1, 0, 0, 1, 1], [3, 'Latino', 'F', 0, '41', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [3, 'Latino', 'F', 0, '51', 'Mischief & Fraud', 1, 0, 0, 0, 0, 1, 1]]"
0,Black,M,1,31,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,"[[0, 'Black', 'M', 1, '43', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 1, '43', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [0, 'Black', 'M', 1, '43', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 1, 1], [0, 'Black', 'M', 1, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 1, 1], [0, 'Black', 'M', 1, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 1, 1], [0, 'Black', 'M', 1, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 0, 0, 0, 1, 1], [0, 'Black', 'M', 1, '43', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 1, 1], [0, 'Black', 'M', 1, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 0, 0, 0, 1, 1], [0, 'Black', 'M', 1, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 1, 1, 1], [0, 'Black', 'M', 1, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1]]"
3,White,F,2,12,Harassment/Threatening,0,0,0,0,0,0,[]
3,Black,M,1,XX,Mischief & Fraud,0,0,0,0,0,1,"[[3, 'Black', 'M', 1, '53', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'M', 1, '53', 'Mischief & Fraud', 1, 0, 0, 0, 0, 1, 1], [3, 'Black', 'M', 1, '14', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 1, '42', 'Mischief & Fraud', 0, 0, 0, 1, 0, 1, 1], [3, 'Black', 'M', 1, '14', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'M', 1, 'XX', 'Mischief & Fraud', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 1, 'XX', 'Mischief & Fraud', 0, 0, 0, 1, 0, 0, 1], [3, 'Black', 'M', 1, '53', 'Mischief & Fraud', 0, 1, 0, 0, 0, 1, 1], [3, 'Black', 'M', 1, '51', 'Mischief & Fraud', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'M', 1, 'XX', 'Mischief & Fraud', 0, 1, 0, 0, 0, 1, 1]]"
0,White,M,4,52,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,"[[0, 'White', 'M', 4, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 1, 1], [0, 'White', 'M', 4, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 4, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 0, 0, 0, 0, 1], [0, 'White', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 4, '43', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 4, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1]]"
3,White,F,2,XX,Police Category - Administrative,0,0,0,0,0,1,"[[3, 'White', 'F', 2, '53', 'Police Category - Administrative', 1, 1, 0, 0, 0, 1, 1], [3, 'White', 'F', 2, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 2, '53', 'Police Category - Administrative', 0, 0, 0, 0, 1, 0, 1], [3, 'White', 'F', 2, '53', 'Police Category - Administrative', 0, 0, 1, 0, 1, 1, 1], [3, 'White', 'F', 2, '53', 'Police Category - Administrative', 1, 1, 1, 0, 0, 1, 1], [3, 'White', 'F', 2, '53', 'Police Category - Administrative', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 2, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'F', 2, '53', 'Police Category - Administrative', 0, 0, 1, 0, 1, 1, 1], [3, 'White', 'F', 2, '53', 'Police Category - Administrative', 1, 0, 1, 0, 1, 1, 1], [3, 'White', 'F', 2, '53', 'Police Category - Administrative', 0, 0, 0, 0, 1, 0, 1]]"
1,White,M,4,XX,Robbery/Theft,0,0,0,0,0,1,"[[1, 'White', 'M', 4, '14', 'Robbery/Theft', 0, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 4, '14', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 4, '14', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 4, '14', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 4, '14', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 4, '14', 'Robbery/Theft', 0, 1, 0, 0, 0, 1, 1], [1, 'White', 'M', 4, '53', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 4, '14', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 4, '14', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 4, '43', 'Robbery/Theft', 1, 0, 0, 0, 0, 0, 1]]"
4,Unknown or Legacy,M,5,XX,Robbery/Theft,0,0,0,0,0,0,[]
4,Unknown or Legacy,M,2,55,Robbery/Theft,0,0,0,0,0,0,[]
1,Black,M,1,11,Assault,0,0,0,0,0,0,"[[1, 'Black', 'M', 1, '53', 'Assault', 0, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 1, '51', 'Assault', 0, 0, 1, 0, 0, 0, 1], [1, 'Black', 'M', 1, '53', 'Assault', 0, 0, 1, 0, 0, 0, 1], [1, 'Black', 'M', 1, '14', 'Assault', 0, 0, 1, 1, 0, 1, 1], [1, 'Black', 'M', 1, '14', 'Assault', 0, 0, 1, 1, 0, 0, 1], [1, 'Black', 'M', 1, '51', 'Assault', 1, 1, 0, 0, 0, 0, 1], [1, 'Black', 'M', 1, '14', 'Assault', 1, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 1, '51', 'Assault', 0, 0, 1, 0, 0, 0, 1], [1, 'Black', 'M', 1, '51', 'Assault', 0, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 1, '14', 'Assault', 0, 0, 0, 1, 0, 0, 1]]"
1,Black,M,1,XX,Other Statute & Other Incident Type,0,1,1,1,0,0,"[[1, 'Black', 'M', 1, '51', 'Other Statute & Other Incident Type', 0, 1, 1, 1, 0, 1, 1], [1, 'Black', 'M', 1, '22', 'Other Statute & Other Incident Type', 1, 1, 1, 1, 0, 0, 1], [1, 'Black', 'M', 1, '53', 'Other Statute & Other Incident Type', 0, 1, 1, 1, 0, 0, 1], [1, 'Black', 'M', 1, '43', 'Other Statute & Other Incident Type', 1, 1, 1, 1, 0, 0, 1], [1, 'Black', 'M', 1, '14', 'Other Statute & Other Incident Type', 1, 1, 1, 1, 0, 0, 1], [1, 'Black', 'M', 1, '23', 'Other Statute & Other Incident Type', 1, 1, 1, 1, 0, 0, 1], [1, 'Black', 'M', 1, '51', 'Other Statute & Other Incident Type', 0, 1, 1, 1, 0, 0, 1], [1, 'Black', 'M', 1, '14', 'Other Statute & Other Incident Type', 0, 1, 1, 1, 0, 0, 1], [1, 'Black', 'M', 1, '53', 'Other Statute & Other Incident Type', 0, 1, 1, 1, 0, 0, 1], [1, 'Black', 'M', 1, '53', 'Other Statute & Other Incident Type', 0, 1, 1, 1, 0, 0, 1]]"
1,Middle-Eastern,M,5,42,Assault,0,0,0,0,0,1,"[[1, 'Middle-Eastern', 'M', 5, '55', 'Assault', 1, 0, 1, 0, 0, 1, 1], [1, 'Middle-Eastern', 'M', 5, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [1, 'Middle-Eastern', 'M', 5, '14', 'Assault', 1, 0, 0, 0, 0, 1, 1], [1, 'Middle-Eastern', 'M', 5, '32', 'Assault', 1, 0, 0, 0, 0, 1, 1], [1, 'Middle-Eastern', 'M', 5, '14', 'Assault', 0, 1, 0, 0, 0, 1, 1], [1, 'Middle-Eastern', 'M', 5, '14', 'Assault', 0, 0, 0, 0, 0, 0, 1], [1, 'Middle-Eastern', 'M', 5, '51', 'Assault', 0, 0, 0, 0, 0, 1, 1], [1, 'Middle-Eastern', 'M', 5, '52', 'Assault', 1, 0, 0, 0, 0, 1, 1], [1, 'Middle-Eastern', 'M', 5, '52', 'Assault', 0, 0, 0, 0, 0, 0, 1], [1, 'Middle-Eastern', 'M', 5, '52', 'Assault', 0, 0, 0, 0, 0, 1, 1]]"
0,Black,M,4,31,Assault & Other crimes against persons,0,0,0,0,0,1,"[[0, 'Black', 'M', 4, '31', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '12', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 1, 1, 1], [0, 'Black', 'M', 4, '31', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '31', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '31', 'Assault & Other crimes against persons', 1, 1, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '14', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '31', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '55', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 4, '52', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1]]"
3,East/Southeast Asian,M,2,12,Assault,0,0,0,0,0,0,"[[3, 'East/Southeast Asian', 'M', 2, '23', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'East/Southeast Asian', 'M', 2, '23', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'East/Southeast Asian', 'M', 2, '23', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'East/Southeast Asian', 'M', 2, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [3, 'East/Southeast Asian', 'M', 2, '53', 'Assault', 0, 1, 0, 0, 0, 0, 1], [3, 'East/Southeast Asian', 'M', 2, '53', 'Assault', 0, 1, 0, 0, 0, 0, 1], [3, 'East/Southeast Asian', 'M', 2, '23', 'Assault', 0, 0, 1, 0, 0, 0, 1], [3, 'East/Southeast Asian', 'M', 2, '23', 'Assault', 1, 1, 0, 0, 0, 0, 1], [3, 'East/Southeast Asian', 'M', 2, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'East/Southeast Asian', 'M', 2, '53', 'Assault', 1, 0, 0, 0, 0, 0, 1]]"
3,Indigenous,M,2,XX,Robbery/Theft,0,0,0,0,0,1,"[[3, 'Indigenous', 'M', 2, '53', 'Robbery/Theft', 1, 0, 1, 0, 0, 1, 1], [3, 'Indigenous', 'M', 2, '53', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1]]"
0,Indigenous,M,3,14,Other Statute & Other Incident Type,0,0,0,0,0,0,"[[0, 'Indigenous', 'M', 3, '14', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [0, 'Indigenous', 'M', 3, '55', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 1, 0, 1], [0, 'Indigenous', 'M', 3, '55', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [0, 'Indigenous', 'M', 3, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [0, 'Indigenous', 'M', 3, '14', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 1, 1], [0, 'Indigenous', 'M', 3, '14', 'Other Statute & Other Incident Type', 1, 0, 0, 0, 0, 0, 1], [0, 'Indigenous', 'M', 3, '14', 'Other Statute & Other Incident Type', 0, 0, 1, 0, 0, 0, 1], [0, 'Indigenous', 'M', 3, '14', 'Other Statute & Other Incident Type', 1, 0, 1, 0, 0, 0, 1], [0, 'Indigenous', 'M', 3, '53', 'Other Statute & Other Incident Type', 1, 0, 0, 0, 0, 0, 1], [0, 'Indigenous', 'M', 3, '55', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1]]"
4,White,M,2,XX,Warrant,0,0,0,1,0,1,"[[4, 'White', 'M', 2, '52', 'Warrant', 0, 0, 0, 1, 0, 0, 1], [4, 'White', 'M', 2, '52', 'Warrant', 0, 0, 0, 1, 0, 1, 1], [4, 'White', 'M', 2, '51', 'Warrant', 0, 1, 0, 1, 0, 1, 1], [4, 'White', 'M', 2, '52', 'Warrant', 0, 0, 0, 1, 0, 1, 1], [4, 'White', 'M', 2, '51', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 2, '51', 'Warrant', 0, 0, 0, 1, 0, 1, 1], [4, 'White', 'M', 2, '13', 'Warrant', 0, 0, 0, 1, 0, 1, 1], [4, 'White', 'M', 2, '52', 'Warrant', 0, 1, 0, 1, 0, 1, 1], [4, 'White', 'M', 2, '52', 'Warrant', 0, 0, 0, 1, 0, 1, 1], [4, 'White', 'M', 2, '51', 'Warrant', 0, 0, 0, 1, 0, 0, 1]]"
4,Black,M,1,31,Assault & Other crimes against persons,0,0,0,0,0,1,"[[4, 'Black', 'M', 1, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [4, 'Black', 'M', 1, '53', 'Assault & Other crimes against persons', 1, 1, 0, 0, 0, 1, 1], [4, 'Black', 'M', 1, '53', 'Assault & Other crimes against persons', 1, 0, 0, 1, 0, 1, 1], [4, 'Black', 'M', 1, '53', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 1, 1], [4, 'Black', 'M', 1, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [4, 'Black', 'M', 1, '53', 'Assault & Other crimes against persons', 0, 1, 0, 0, 0, 1, 1], [4, 'Black', 'M', 1, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [4, 'Black', 'M', 1, '43', 'Assault & Other crimes against persons', 0, 0, 0, 1, 0, 0, 1], [4, 'Black', 'M', 1, '53', 'Assault & Other crimes against persons', 1, 1, 0, 0, 0, 1, 1], [4, 'Black', 'M', 1, '53', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 0, 1]]"
3,White,M,2,XX,Other Offence,0,0,0,0,0,1,"[[3, 'White', 'M', 2, '23', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '53', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '53', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '23', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '52', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '55', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '14', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '31', 'Other Offence', 0, 0, 0, 1, 0, 1, 1], [3, 'White', 'M', 2, '51', 'Other Offence', 0, 1, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '31', 'Other Offence', 1, 0, 0, 0, 0, 1, 1]]"
4,Black,M,1,XX,Assault,0,0,0,0,0,1,"[[4, 'Black', 'M', 1, '53', 'Assault', 0, 0, 1, 0, 0, 1, 1], [4, 'Black', 'M', 1, '53', 'Assault', 1, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 1, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [4, 'Black', 'M', 1, '53', 'Assault', 0, 0, 1, 0, 0, 1, 1]]"
0,White,F,3,22,Assault,0,0,0,0,0,0,"[[0, 'White', 'F', 3, '52', 'Assault', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'F', 3, '53', 'Assault', 1, 0, 1, 0, 0, 0, 1], [0, 'White', 'F', 3, '53', 'Assault', 1, 0, 1, 0, 0, 0, 1], [0, 'White', 'F', 3, '53', 'Assault', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'F', 3, '51', 'Assault', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'F', 3, '53', 'Assault', 1, 0, 1, 0, 0, 0, 1], [0, 'White', 'F', 3, '52', 'Assault', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'F', 3, '53', 'Assault', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'F', 3, '52', 'Assault', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'F', 3, '52', 'Assault', 0, 0, 1, 1, 0, 0, 1]]"
4,East/Southeast Asian,F,4,51,Fraud,0,0,0,0,0,1,[]
4,Unknown or Legacy,M,3,XX,Harassment/Threatening,0,0,0,0,0,1,[]
3,South Asian,M,4,23,Assault & Other crimes against persons,0,0,0,0,0,1,"[[3, 'South Asian', 'M', 4, '14', 'Assault & Other crimes against persons', 0, 1, 0, 0, 0, 1, 1], [3, 'South Asian', 'M', 4, '51', 'Assault & Other crimes against persons', 0, 0, 0, 1, 0, 1, 1], [3, 'South Asian', 'M', 4, '52', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [3, 'South Asian', 'M', 4, '55', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 1, 1], [3, 'South Asian', 'M', 4, '23', 'Assault & Other crimes against persons', 0, 0, 1, 0, 0, 1, 1], [3, 'South Asian', 'M', 4, '52', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [3, 'South Asian', 'M', 4, '31', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [3, 'South Asian', 'M', 4, '52', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 1, 1], [3, 'South Asian', 'M', 4, '31', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [3, 'South Asian', 'M', 4, '23', 'Assault & Other crimes against persons', 1, 0, 1, 0, 0, 1, 1]]"
3,Middle-Eastern,M,3,XX,Robbery & Theft,0,0,0,0,0,1,"[[3, 'Middle-Eastern', 'M', 3, '54', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [3, 'Middle-Eastern', 'M', 3, '14', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [3, 'Middle-Eastern', 'M', 3, '55', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [3, 'Middle-Eastern', 'M', 3, '14', 'Robbery & Theft', 1, 0, 0, 0, 0, 1, 1], [3, 'Middle-Eastern', 'M', 3, '42', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [3, 'Middle-Eastern', 'M', 3, '14', 'Robbery & Theft', 0, 0, 1, 0, 0, 1, 1], [3, 'Middle-Eastern', 'M', 3, '51', 'Robbery & Theft', 0, 0, 0, 1, 0, 1, 1], [3, 'Middle-Eastern', 'M', 3, '11', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [3, 'Middle-Eastern', 'M', 3, '51', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [3, 'Middle-Eastern', 'M', 3, '43', 'Robbery & Theft', 0, 1, 0, 0, 0, 1, 1]]"
